,0
0,No Data
1,No Data
2,"Forced Air, Natural Gas"
3,No Data
4,"Forced Air, Natural Gas"
5,No Data
6,No Data
7,No Data
8,No Data
9,No Data
10,No Data
11,No Data
12,No Data
13,No Data
14,No Data
15,"Baseboard, Gas"
16,No Data
17,No Data
18,No Data
19,Forced air
20,No Data
21,No Data
22,No Data
23,No Data
24,No Data
25,No Data
26,No Data
27,Natural Gas
28,No Data
29,No Data
30,"Forced Air, Natural Gas"
31,No Data
32,Oil
33,"Natural Gas, Baseboard, ENERGY STAR Qualified Equipment"
34,"Natural Gas, Hot Water"
35,"Forced Air, Natural Gas"
36,No Data
37,No Data
38,No Data
39,No Data
