,0
0,"Steam, Natural Gas"
1,"Natural Gas, Radiant"
2,"Oil, Steam"
3,Natural Gas
4,No Data
5,No Data
6,Oil
7,"Natural Gas, Baseboard"
8,"Forced Air, Natural Gas"
9,No Data
10,No Data
11,"Natural Gas, Steam/Radiator"
12,"Electric, See Remarks"
13,
14,No Data
15,No Data
16,No Data
17,"Natural Gas, Steam"
18,Natural Gas
19,No Data
20,No Data
21,No Data
22,No Data
23,No Data
24,"Natural Gas, Steam"
25,"Forced Air, Natural Gas"
26,"Natural Gas, Baseboard"
27,No Data
28,No Data
29,"Natural Gas, Hot Water"
30,"Natural Gas, Hot Water"
31,"Natural Gas, Steam"
32,No Data
33,No Data
34,No Data
35,No Data
36,No Data
37,"Natural Gas, Solar, Baseboard"
38,"Natural Gas, Steam/Radiator"
39,No Data
40,"Natural Gas, Hot Water, Steam"
41,No Data
42,No Data
43,No Data
44,No Data
45,"Natural Gas, Steam"
46,"Natural Gas, Hot Water"
47,No Data
48,Oil
49,No Data
50,No Data
51,No Data
52,Electric
53,"Natural Gas, Hot Water, Steam"
54,"Natural Gas, Hot Water, Steam/Radiator"
55,No Data
56,No Data
57,No Data
58,No Data
59,No Data
