,0
0,No Data
1,"Natural Gas, Hot Water"
2,"Forced Air, Natural Gas"
3,"Natural Gas, Baseboard"
4,"Natural Gas, Forced Air"
5,No Data
6,No Data
7,"Baseboard, Gas"
8,
9,"Hot Water, Natural Gas"
10,"Natural Gas, Radiant"
11,"Baseboard, Gas"
12,No Data
13,"Hot Water, Natural Gas"
14,Natural Gas
15,No Data
16,No Data
17,No Data
18,No Data
19,No Data
20,No Data
21,"Forced air, Gas"
22,
23,
24,
25,
26,
27,
28,
29,
30,
31,
32,
33,
34,
35,
36,
37,
38,
39,
40,
41,
42,
43,
44,
45,
46,
47,
48,
49,
50,
51,
52,
53,
54,
55,
56,
57,
58,
59,
