,0
0,"Natural Gas, Baseboard, Hot Water"
1,No Data
2,No Data
3,No Data
4,No Data
5,No Data
6,No Data
7,None
8,"Natural Gas, Steam"
9,"Natural Gas, See Remarks"
10,No Data
11,"Natural Gas, Hot Water"
12,"Natural Gas, Forced Air"
13,No Data
14,"Natural Gas, See Remarks"
15,No Data
16,Forced air
17,"Natural Gas, Hot Water"
18,No Data
19,No Data
20,No Data
21,No Data
22,No Data
23,"Other, Hot Water"
24,"Hot Water, Natural Gas"
25,Natural Gas
26,No Data
27,No Data
28,No Data
29,No Data
30,No Data
31,Oil
32,No Data
33,No Data
34,"Natural Gas, Hot Water"
35,"Forced air, Gas"
36,No Data
37,No Data
38,Other
39,No Data
40,No Data
41,No Data
42,No Data
43,No Data
44,No Data
45,No Data
46,"Natural Gas, Hot Water"
47,No Data
48,No Data
49,No Data
50,Electric
51,"Natural Gas, Baseboard"
52,No Data
53,"Forced Air, Natural Gas"
54,"Natural Gas, Baseboard"
55,"Natural Gas, Hot Water"
56,"Natural Gas, Steam"
