,0
0,No Data
1,No Data
2,No Data
3,No Data
4,"Natural Gas, Baseboard"
5,No Data
6,No Data
7,No Data
8,No Data
9,No Data
10,No Data
11,No Data
12,Gas
13,No Data
14,No Data
15,"Oil, Steam"
16,No Data
17,No Data
18,No Data
19,No Data
20,No Data
21,No Data
22,No Data
23,"Natural Gas, Baseboard"
24,"Natural Gas, Baseboard"
25,No Data
26,No Data
27,No Data
28,Forced air
29,No Data
30,No Data
31,No Data
32,No Data
33,No Data
34,No Data
35,No Data
36,No Data
37,Hot Water
38,No Data
39,No Data
40,Forced air
41,No Data
42,No Data
43,No Data
44,No Data
45,Forced air
46,No Data
47,Forced air
48,No Data
49,No Data
50,No Data
51,No Data
52,No Data
53,No Data
54,No Data
55,"ENERGY STAR Qualified Equipment, Hot Water"
56,
57,"Natural Gas, Hot Water"
58,Natural Gas
59,No Data
