,0
0,No Data
1,No Data
2,No Data
3,"Other, Gas"
4,"Natural Gas, Hot Water"
5,"Natural Gas, Ductless/Split"
6,No Data
7,"Forced air, Gas"
8,No Data
9,No Data
10,Forced air
11,Forced air
12,No Data
13,No Data
14,No Data
15,"Natural Gas, Hot Water"
16,"Natural Gas, Hot Water"
17,"Oil, Hot Water"
18,"Natural Gas, Baseboard"
19,"Oil, Hot Water"
20,"Natural Gas, Steam"
21,Natural Gas
22,No Data
23,No Data
24,No Data
25,No Data
26,No Data
27,Gas
28,Forced air
29,No Data
30,No Data
31,No Data
32,No Data
33,No Data
34,No Data
35,No Data
36,No Data
37,No Data
38,"Hot Water, Natural Gas"
39,"Natural Gas, Baseboard"
40,Steam
41,"Oil, Steam"
42,"Oil, Steam"
43,"Forced Air, Natural Gas"
44,"Natural Gas, Hot Water"
45,No Data
46,No Data
47,Natural Gas
48,No Data
49,No Data
50,
51,No Data
52,No Data
53,No Data
54,No Data
55,No Data
56,No Data
57,"Oil, Steam/Radiator"
58,No Data
59,No Data
