,0
0,No Data
1,No Data
2,"Natural Gas, Steam"
3,"Oil, Hot Water"
4,No Data
5,No Data
6,Gas
7,"Natural Gas, Solar"
8,Baseboard
9,Other
10,"Natural Gas, Baseboard"
11,"Oil, Steam"
12,"Other, See Remarks"
13,Steam
14,"Natural Gas, Hot Water"
15,"Natural Gas, Forced Air"
16,No Data
17,No Data
18,No Data
19,No Data
20,No Data
21,No Data
22,No Data
23,No Data
24,No Data
25,No Data
26,No Data
27,No Data
28,No Data
29,No Data
30,No Data
31,No Data
32,No Data
33,No Data
34,No Data
35,No Data
36,No Data
37,Natural Gas
38,"Hot Water, Oil"
39,"Forced Air, Natural Gas"
40,No Data
41,No Data
42,"Hot Water, Oil"
43,"Natural Gas, Steam/Radiator"
44,No Data
45,No Data
46,No Data
47,No Data
48,No Data
49,No Data
50,No Data
51,No Data
52,Forced air
53,"Baseboard, Forced air, Electric, Gas, Oil"
54,No Data
55,No Data
56,No Data
57,No Data
58,No Data
59,No Data
