,0
0,No Data
1,No Data
2,No Data
3,"Natural Gas, Baseboard"
4,"Forced Air, Natural Gas"
5,No Data
6,"Natural Gas, Hot Water"
7,"Oil, Hot Water"
8,"Forced Air, Natural Gas"
9,
10,"Electric, Natural Gas, Hot Water"
11,
12,"Natural Gas, Hot Water"
13,"Oil, Hot Water"
14,"Natural Gas, Radiant"
15,"Hot Water, Natural Gas, Fireplace(s)"
16,"Natural Gas, Hot Water"
17,"Forced Air, Natural Gas"
18,"Forced Air, Natural Gas"
19,No Data
20,No Data
21,No Data
22,No Data
23,"Forced Air, Natural Gas"
24,"Natural Gas, Steam"
25,No Data
26,No Data
27,No Data
28,No Data
29,No Data
30,No Data
31,No Data
32,
33,No Data
34,No Data
35,No Data
36,No Data
37,Natural Gas
38,"Natural Gas, Hot Water"
39,No Data
40,No Data
41,
42,No Data
43,Natural Gas
44,Hot Water
45,No Data
46,Gas
47,No Data
48,No Data
49,"Natural Gas, Baseboard"
50,No Data
51,No Data
52,No Data
53,No Data
54,No Data
55,No Data
56,No Data
57,Gas
58,"Natural Gas, Baseboard"
59,"Forced Air, Natural Gas"
