,0
0,"Detached, Garage, Off Street, On Street"
1,Driveway
2,None
3,"Private, Detached"
4,0 spaces
5,Covered
6,"Private, Detached, Driveway"
7,"Private, Attached"
8,"Built-in, Garage, Off Street"
9,"None, Covered"
10,0 spaces
11,"Private Drive, 4 Spaces, Built-In Garage"
12,"Assigned, Garage"
13,
14,"Private, Detached, Driveway"
15,0 spaces
16,0 spaces
17,Garage
18,None
19,None
20,None
21,"Garage - Attached, Covered"
22,"Private, Attached"
23,Covered
24,Waitlist
25,"Built-in, Garage, Carport"
26,None
27,0 spaces
28,0 spaces
29,"Shared Driveway, Detached"
30,"Assigned, Detached"
31,"Shared Driveway, Detached"
32,None
33,Covered
34,Covered
35,0 spaces
36,0 spaces
37,"Carport, 2 Spaces, Attached Garage"
38,"Shared Drive, 2 Spaces, Detached Garage"
39,0 spaces
40,"Assigned, Garage, On Street, Waitlist"
41,0 spaces
42,0 spaces
43,0 spaces
44,0 spaces
45,"None, On Street"
46,"Shared Driveway, Private"
47,0 spaces
48,0 spaces
49,0 spaces
50,"None, Covered"
51,Covered
52,0 spaces
53,"None, Attached, Driveway"
54,"Other, 3 Spaces, Detached Garage, Parking Area"
55,0 spaces
56,None
57,0 spaces
58,0 spaces
59,0 spaces
