,0
0,"Parking Lot, Waitlist"
1,0 spaces
2,0 spaces
3,0 spaces
4,0 spaces
5,"Private, Attached, Detached"
6,0 spaces
7,None
8,"No Garage, On Street"
9,On Street
10,"Shared Drive, Detached Garage"
11,0 spaces
12,"Private, Detached"
13,None
14,0 spaces
15,0 spaces
16,0 spaces
17,"No Garage, Off Street"
18,0 spaces
19,0 spaces
20,0 spaces
21,Waitlist
22,None
23,"No Garage, On Street"
24,"Parking Lot, Off Street, Public Parking, On Street, Unassigned"
25,"Garage, On Street"
26,"Driveway, Parking Lot, Private"
27,Garage - Attached
28,"Garage, Garage - Attached"
29,0 spaces
30,0 spaces
31,"Off Site, Off Street, Private, Unassigned"
32,"Private, Detached, Driveway"
33,0 spaces
34,"Private, Covered, Driveway, No Garage"
35,None
36,"Shared Drive, Detached Garage"
37,0 spaces
38,None
39,Garage - Attached
40,"Private, Attached, Driveway, Garage"
41,0 spaces
42,0 spaces
43,0 spaces
44,"Built-in, Garage, Off Street"
45,Private
46,"Attached, Driveway, Parking Lot"
47,Other
48,None
49,0 spaces
50,"Private, Driveway, On Street"
51,None
52,"Off-street, On-street"
53,Covered
54,0 spaces
55,"Storage, Waitlist"
56,
57,None
58,Private
59,0 spaces
