,0
0,0 spaces
1,0 spaces
2,"Garage - Attached, Covered"
3,0 spaces
4,Private
5,
6,"Garage - Attached, Covered"
7,"Built-in, Garage, Carport"
8,0 spaces
9,"Private, Attached, Parking Lot"
10,0 spaces
11,0 spaces
12,Garage - Attached
13,None
14,0 spaces
15,0 spaces
16,Garage - Attached
17,Covered
18,0 spaces
19,0 spaces
20,Off-street
21,Covered
22,0 spaces
23,0 spaces
24,0 spaces
25,0 spaces
26,0 spaces
27,0 spaces
28,On-street
29,0 spaces
30,0 spaces
31,0 spaces
32,"Off Street, On Street"
33,None
34,On Street
35,"Private, Attached, Garage"
36,Garage
37,Wait-List
38,"Attached, Driveway, Garage, On Street"
39,"No Garage, Assigned"
40,0 spaces
41,None
42,0 spaces
43,Garage
44,"Private, Driveway"
45,None
46,Off-street
47,0 spaces
48,"Garage, Garage - Attached, Covered"
49,0 spaces
50,0 spaces
51,
52,Detached
53,On Street
54,"Driveway, Parking Lot, Other, Tandem"
55,"Off Street, On Street, Waitlist"
56,0 spaces
57,"Garage, Garage - Detached, Off-street, Covered"
58,Covered
59,0 spaces
